names	delta	sd_delta	Pval	Padj
ENSG00000237683	-0.23245899121710217	-3.4799722297370996	0.9997492671208249	1.0
ENSG00000187634	-0.54757138735699	-12.226057778442232	1.0	1.0
ENSG00000187961	0.03659742893142726	0.6029016014323566	0.2732870752862425	0.8842049852325168
ENSG00000187583	-1.5724612336683126	-27.01120390584677	1.0	1.0
ENSG00000187608	-0.6899678637755138	-10.593936927407169	1.0	1.0
ENSG00000188157	-3.1584954614032745	-28.26616711916555	1.0	1.0
ENSG00000237330	-1.1424439045591226	-17.92789391633541	1.0	1.0
ENSG00000131591	-0.0037108654610457886	-0.07048188922762144	0.5280949424998317	1.0
ENSG00000162571	-0.320060150055848	-5.404651511573415	0.9999999675327422	1.0
ENSG00000186891	-4.117262199213154	-34.07974660094598	1.0	1.0
ENSG00000184163	-0.6164012606432839	-12.450907154057996	1.0	1.0
ENSG00000162572	1.4108445378423389	24.88228108619601	5.786331677342179e-137	8.503064570360206e-136
ENSG00000169962	-0.4549528301131217	-8.433538302455085	1.0	1.0
ENSG00000107404	0.3179626455370605	5.372240329981429	3.8882184116785167e-8	1.618472903330284e-7
ENSG00000162576	-0.38639573838058805	-5.9649127113121105	0.9999999987761757	1.0
ENSG00000224870	-0.08318707635166943	-1.7467026821844152	0.9596555375533316	1.0
ENSG00000235098	-0.2584153245057277	-6.007279961213468	0.999999999056692	1.0
ENSG00000179403	-0.5131213470453502	-10.115718920166218	1.0	1.0
ENSG00000215915	3.3995622255775118	37.44491111366741	3.6343057668406245e-307	1.7598693020477292e-305
ENSG00000160072	-0.3287230704511949	-6.486749726214171	0.9999999999561461	1.0
ENSG00000205090	0.19471730102786133	4.143893344884966	1.7072929949193554e-5	6.672352984371608e-5
ENSG00000215014	1.305754072027543	25.153352888112735	6.493672056351252e-140	9.78283720607939e-139
ENSG00000228594	-0.007326389717484608	-0.12079532615115039	0.548073423905965	1.0
ENSG00000197530	-1.4520130493561925	-19.41144400838659	1.0	1.0
ENSG00000248333	0.18356018934901017	2.6402472996165756	0.004142277496494184	0.014900183891704761
ENSG00000189339	0.1976863535894976	3.3271840306508356	0.00043864207977313167	0.001638101839593454
ENSG00000008128	2.4074558130543564	34.86798012376453	1.1368797848979994e-266	4.0564668535535983e-265
ENSG00000215790	0.13851428671479646	2.594412043386959	0.004737642718354901	0.016975718394274485
ENSG00000008130	-1.6759037551414	-21.641568373630182	1.0	1.0
ENSG00000178821	-0.3632871155114688	-5.790359743776125	0.9999999964882086	1.0
ENSG00000142609	-0.3455543200165486	-7.300573917511063	0.9999999999998568	1.0
ENSG00000187730	-1.1898433212409578	-16.929336480050793	1.0	1.0
ENSG00000067606	-1.1876969546296672	-15.006911402774724	1.0	1.0
ENSG00000162585	-1.380375106398109	-24.836918658024494	1.0	1.0
ENSG00000269554	-0.7917229164920356	-17.35572182896432	1.0	1.0
ENSG00000203301	-1.4652755459235076	-27.14358518382673	1.0	1.0
ENSG00000157933	-0.7187141249009659	-9.778915275775807	1.0	1.0
ENSG00000116151	-0.4157370650475717	-6.622970009896714	0.9999999999823974	1.0
ENSG00000157911	0.6466907691309285	15.144711392809052	4.105715160360312e-52	3.0036703212736696e-51
ENSG00000157873	-0.5436808626257909	-10.589949056552019	1.0	1.0
ENSG00000157870	1.0069607260311009	17.482301940837527	9.772356918504677e-69	8.486344791142105e-68
ENSG00000142606	0.2093890067060479	4.684350134692738	1.4042478293461483e-6	5.617543735885515e-6
ENSG00000215912	0.9822622800258242	20.292029989024204	7.561029038259555e-92	7.902168991784319e-91
ENSG00000169717	-0.05688311754412929	-1.0867352389875267	0.8614230821831494	1.0
ENSG00000142611	-0.8965201637580956	-18.519781418332048	1.0	1.0
ENSG00000130762	0.2706515189376121	5.269501446767353	6.839739637587239e-8	2.8296709672345253e-7
ENSG00000162591	0.15147507100612262	2.6748031443110087	0.0037386570728567986	0.013467376469670842
ENSG00000116213	0.006397701069220276	0.1154186483890842	0.45405664923142974	1.0
ENSG00000078900	-2.461560384917571	-24.233246891260038	1.0	1.0
ENSG00000235169	0.5539788753804514	11.421014472388586	1.641891137903229e-30	9.417028190263922e-30
ENSG00000169598	0.8158602726063429	15.775946558061735	2.277587919280454e-56	1.7466660294994673e-55
ENSG00000196581	-0.7228231512606924	-10.334320562334591	1.0	1.0
ENSG00000131697	-0.5304251068473327	-7.486973750038319	0.9999999999999648	1.0
ENSG00000069424	-1.8729800827896497	-18.895795352583104	1.0	1.0
ENSG00000116254	1.2447001782728166	20.85852891375317	6.376714279751897e-97	6.980065394057808e-96
ENSG00000116251	-0.6937508488613234	-3.0734878016654075	0.9989421383140762	1.0
ENSG00000158286	-2.192268621085844	-32.46948310606722	1.0	1.0
ENSG00000173673	-1.3391740001448924	-25.078882330880347	1.0	1.0
ENSG00000158292	-0.6166956032559867	-9.698565781196566	1.0	1.0
ENSG00000097021	-0.2209650059091611	-2.406697272353099	0.9919512463019866	1.0
ENSG00000069812	-1.0366514089286294	-20.616566780882547	1.0	1.0
ENSG00000187017	-1.1620240516811196	-15.614094188629906	1.0	1.0
ENSG00000215788	-0.6156642028523395	-8.665670081633055	1.0	1.0
ENSG00000171680	-1.1785852447535161	-13.85089760526631	1.0	1.0
ENSG00000162408	1.7709293579187837	22.698495506899302	2.317948904031757e-114	2.8921745282329985e-113
ENSG00000204859	0.9716374044129951	17.01505720453939	3.1755576320702285e-65	2.6490767481970592e-64
ENSG00000162413	-0.4892072351028294	-7.400777552292485	0.9999999999999323	1.0
ENSG00000116273	-1.8188683273953516	-19.724307388788908	1.0	1.0
ENSG00000049246	-0.31133770815092837	-5.514988912058623	0.9999999825599025	1.0
