names	delta	sd_delta	Pval	Padj
ENSG00000237683	-0.2577864654477824	-3.84920768126176	0.9999407497468061	1.0
ENSG00000187634	-0.5303457945530211	-11.875062596244256	1.0	1.0
ENSG00000187961	0.03279684403340029	0.5402756564634674	0.2945034719801412	0.9506385089187542
ENSG00000187583	-1.6511235082509275	-27.799295310902927	1.0	1.0
ENSG00000187608	-0.6893451651575793	-10.599914267257127	1.0	1.0
ENSG00000188157	-3.1578367119003024	-28.25248392878662	1.0	1.0
ENSG00000237330	-1.1641710989255118	-18.07759960639823	1.0	1.0
ENSG00000131591	0.0060384555033938785	0.11473017331489874	0.4543294984969459	1.0
ENSG00000162571	-0.3248199433899299	-5.490143160210324	0.9999999799195954	1.0
ENSG00000186891	-4.280774014816887	-34.37944537261032	1.0	1.0
ENSG00000184163	-0.6725561146673471	-13.532558069576513	1.0	1.0
ENSG00000162572	1.4242420188281522	25.118031820815467	1.5800608571912648e-139	2.366135316041352e-138
ENSG00000169962	-0.3387536599101411	-6.349409170531547	0.9999999998919282	1.0
ENSG00000107404	0.32566845887836715	5.495361066047389	1.9495590704114428e-8	8.157661163762778e-8
ENSG00000162576	-0.37344723994541623	-5.774164147373725	0.9999999961331991	1.0
ENSG00000224870	-0.08910600986218352	-1.8691216737455665	0.9691970558673907	1.0
ENSG00000235098	-0.25152360829966586	-5.862590882388727	0.9999999977214998	1.0
ENSG00000179403	-0.5207398106718697	-10.253998920435789	1.0	1.0
ENSG00000215915	3.4180720327746776	37.409933534409376	1.3470093778888256e-306	6.400182875875505e-305
ENSG00000160072	-0.333826886478309	-6.578763329976868	0.9999999999762812	1.0
ENSG00000205090	0.23997050172185747	5.091139945358104	1.7795860281635087e-7	7.28748720675254e-7
ENSG00000215014	1.316735675237869	25.354550223544564	4.002937158903806e-142	6.111391145905991e-141
ENSG00000228594	-0.01666430470174399	-0.2748693827628229	0.6082917047815779	1.0
ENSG00000197530	-1.4730808565631892	-19.56869340768497	1.0	1.0
ENSG00000248333	0.18862050683082132	2.714336925502873	0.0033204293499697526	0.01196814095373713
ENSG00000189339	0.20130502068080844	3.3892320299977157	0.00035044337977820767	0.0013153592785473665
ENSG00000008128	2.4523079392056273	35.31785171599155	1.5624862282080247e-273	5.9060817726465413e-272
ENSG00000215790	0.13598120543381254	2.548039213605202	0.005416514662885352	0.01935856628900466
ENSG00000008130	-1.6617800830034513	-21.53716389523263	1.0	1.0
ENSG00000178821	-0.35062146084873286	-5.581054295382793	0.9999999880467503	1.0
ENSG00000142609	-0.392762525017942	-8.238787490616856	0.9999999999999999	1.0
ENSG00000187730	-1.2379651730939594	-17.40644075964816	1.0	1.0
ENSG00000067606	-1.1991755536684592	-15.098869837104498	1.0	1.0
ENSG00000162585	-1.3805832185315579	-24.849793155680498	1.0	1.0
ENSG00000269554	-0.7714782631044026	-16.888912703017617	1.0	1.0
ENSG00000203301	-1.4628901353330228	-27.1066515139242	1.0	1.0
ENSG00000157933	-0.7099634966548376	-9.643756897220777	1.0	1.0
ENSG00000116151	-0.42602672088055193	-6.79409805628413	0.9999999999945504	1.0
ENSG00000157911	0.6423241399235978	15.03031159732835	2.324070862037331e-51	1.6927759688535518e-50
ENSG00000157873	-0.6955309600995885	-13.259244203484071	1.0	1.0
ENSG00000157870	1.0079941041337919	17.511597893675766	5.843350072751087e-69	5.086916398949748e-68
ENSG00000142606	0.16179684255559032	3.613728400359975	0.0001509126159884352	0.000575789673309722
ENSG00000215912	0.9579333809201892	19.853089558243	5.181456864512511e-88	5.257989361114093e-87
ENSG00000169717	-0.09281140489181193	-1.7813365952935267	0.9625712602383764	1.0
ENSG00000142611	-0.9210574378493661	-18.948178231749733	1.0	1.0
ENSG00000130762	0.2752842985891659	5.352886281477039	4.328112681150929e-8	1.7984572841006392e-7
ENSG00000162591	0.14459962319262448	2.5568301727110145	0.0052815386754824925	0.018882800721626576
ENSG00000116213	0.008422038487951693	0.15194112670317625	0.439616685215691	1.0
ENSG00000078900	-2.4276482829470063	-24.029222782618113	1.0	1.0
ENSG00000235169	0.5451319611458235	11.235621189494307	1.3628496099467217e-29	7.771988128961451e-29
ENSG00000169598	0.8061196132884988	15.591291805773347	4.171462512768769e-55	3.1653306589427493e-54
ENSG00000196581	-0.7332319984302362	-10.462582862514509	1.0	1.0
ENSG00000131697	-0.5257157190993057	-7.409751001305799	0.9999999999999367	1.0
ENSG00000069424	-1.8818406332009872	-18.928859027684307	1.0	1.0
ENSG00000116254	1.2156172353066148	20.435277538729668	4.06148191502498e-93	4.324308702824502e-92
ENSG00000116251	-0.6937508488613234	-3.0734878016654075	0.9989421383140762	1.0
ENSG00000158286	-2.182303821216214	-32.33864182350395	1.0	1.0
ENSG00000173673	-1.3747445551862263	-25.50443443899542	1.0	1.0
ENSG00000158292	-0.6072795463494556	-9.545465486191041	1.0	1.0
ENSG00000097021	-0.22894827019870545	-2.4901956909081755	0.9936163611656892	1.0
ENSG00000069812	-1.0480056092136536	-20.839686003080516	1.0	1.0
ENSG00000187017	-1.1569915144361202	-15.553558801231116	1.0	1.0
ENSG00000215788	-0.5759112154798856	-8.19057950861063	0.9999999999999999	1.0
ENSG00000171680	-1.1866264267135513	-13.92177124479644	1.0	1.0
ENSG00000162408	1.7734690569193656	22.73900084298225	9.218950504567571e-115	1.1630060636531398e-113
ENSG00000204859	0.9729995883271813	17.023512551399673	2.7485839586608027e-65	2.3059077303352342e-64
ENSG00000162413	-0.466776370850993	-7.063042031201863	0.9999999999991855	1.0
ENSG00000116273	-1.8083002336028322	-19.58870516633383	1.0	1.0
ENSG00000049246	-0.31867687660506583	-5.648435289635823	0.9999999919042611	1.0
ENSG00000049247	-2.8689481074708314	-26.542910806765033	1.0	1.0
ENSG00000116285	-2.7874169904281287	-24.666958289430077	1.0	1.0
ENSG00000162426	-1.0102071521856095	-14.040031434608865	1.0	1.0
ENSG00000142599	-5.170980743016941	-38.951072507418154	1.0	1.0
ENSG00000180758	-0.5192114183708314	-8.732866314735826	1.0	1.0
ENSG00000049239	0.18304209978472522	3.780584726314996	7.823023091436645e-5	0.0003016477011517929
ENSG00000171621	-1.2078375698972466	-17.406283426265485	1.0	1.0
ENSG00000171612	1.8403221618132664	25.270364533057098	3.3828060325878425e-141	5.149157446010955e-140
ENSG00000188807	0.5161653555651341	8.652912101542253	2.510084470546369e-18	1.2323775420818678e-17
ENSG00000171608	-1.1757086574287474	-15.67315621176808	1.0	1.0
ENSG00000171603	-0.9649922804848222	-13.485918048376362	1.0	1.0
ENSG00000162441	1.2927514944608263	21.41488085008851	4.8545926318005705e-102	5.5338002107789465e-101
ENSG00000173614	2.1028943346529485	36.22045235874891	1.450653122726485e-287	6.095140889207811e-286
ENSG00000162444	-0.19628162268996407	-3.0086189068106726	0.9986878095884478	1.0
ENSG00000054523	-0.7522787845089581	-9.563594088096005	1.0	1.0
ENSG00000142657	1.5312087143473119	8.178148949677011	1.441186688074368e-16	6.915519700018958e-16
ENSG00000175279	1.1583924944202222	16.823914595186025	8.15109733058369e-64	6.716398513563611e-63
ENSG00000130940	-1.5835727579881638	-18.15830458862398	1.0	1.0
ENSG00000175262	-1.995412394100983	-24.552886234794148	1.0	1.0
ENSG00000009724	0.43665411171396673	10.666611375798189	7.292434997853814e-27	4.0211214239792615e-26
ENSG00000198793	-1.4444731285589358	-15.766615980246927	1.0	1.0
ENSG00000204624	0.0998192459245194	1.5172338211773455	0.06460383003744427	0.21896391460691114
ENSG00000116661	-1.2285488981315045	-15.365048593355603	1.0	1.0
ENSG00000132879	-1.0123206508083067	-16.732994615398404	1.0	1.0
ENSG00000162490	-1.9972090218513276	-21.693827381489378	1.0	1.0
ENSG00000177674	-1.9732963928177245	-15.552580266198358	1.0	1.0
ENSG00000215910	-0.8654427470724911	-16.25792863718394	1.0	1.0
ENSG00000177000	2.1088307664450103	31.67021172843676	1.9982172014179275e-220	5.360916227972952e-219
ENSG00000011021	3.290851521794722	42.02494422616738	0.0	0.0
ENSG00000120937	-1.3119895305526654	-21.340363080573514	1.0	1.0
ENSG00000116688	1.4905108910308569	20.32199056790389	4.10879255371457e-92	4.3518961131426824e-91
ENSG00000120949	-3.7887758990823164	-36.01450260756834	1.0	1.0
ENSG00000028137	-0.6879218445652985	-11.312329483084687	1.0	1.0
ENSG00000048707	-1.0786108848885017	-14.695061328015463	1.0	1.0
ENSG00000162496	0.18807269434727186	3.848047667888362	5.9531444950446906e-5	0.00023015807310119548
ENSG00000188984	-2.652936904270648	-28.821097699867515	1.0	1.0
ENSG00000179172	-0.7967770518894718	-19.336307374940855	1.0	1.0
ENSG00000162494	-1.4863155545084776	-25.59672602275239	1.0	1.0
ENSG00000162493	-3.2692820645626015	-19.726982057763642	1.0	1.0
ENSG00000116731	0.11923759026230074	1.9342540874311156	0.02654094760942098	0.09191701474543343
ENSG00000189337	-0.9290972374682832	-14.460269040781622	1.0	1.0
ENSG00000171729	-1.6705031215049089	-17.337074328543753	1.0	1.0
ENSG00000204464	-0.15950092249707223	-3.641292385795368	0.9998643635805469	1.0
ENSG00000142621	-0.5761013410973717	-9.459951366960258	1.0	1.0
ENSG00000142634	0.1137730619315529	1.7221521482661202	0.042520980271254005	0.14572070353829145
ENSG00000116138	-0.23672884927296522	-4.112404912657384	0.9999804220618947	1.0
ENSG00000116771	-0.06602982224793584	-0.9979397279858867	0.8408457070078645	1.0
ENSG00000197312	-0.44915222502165986	-5.996265684367788	0.9999999989904671	1.0
