names	delta	sd_delta	Pval	Padj
ENSG00000237683	-0.26203328944369675	-3.8919865414466397	0.9999502866191682	1.0
ENSG00000187634	-0.5449801311813678	-12.13122701366027	1.0	1.0
ENSG00000187961	0.02407157420167378	0.3965431826657698	0.34585217899729187	1.0
ENSG00000187583	-1.6089991416402192	-27.376065046978773	1.0	1.0
ENSG00000187608	-0.6824848689134252	-10.495574703302626	1.0	1.0
ENSG00000188157	-3.157251457287313	-28.24937521032868	1.0	1.0
ENSG00000237330	-1.1815373002582872	-18.01013593943825	1.0	1.0
ENSG00000131591	-0.007968621864252935	-0.15129767440122704	0.5601295481378349	1.0
ENSG00000162571	-0.3461967594801944	-5.837342099668651	0.9999999973479939	1.0
ENSG00000186891	-4.208641332376072	-34.52785907432083	1.0	1.0
ENSG00000184163	-0.6237468523467118	-12.549434941557172	1.0	1.0
ENSG00000162572	1.3977939341629613	24.644945530418987	2.0846110435665752e-134	3.024321585316986e-133
ENSG00000169962	-0.39269907585362557	-7.324032044505852	0.9999999999998797	1.0
ENSG00000107404	0.3222927802820019	5.444487006143507	2.5977448128851822e-8	1.0845264674483704e-7
ENSG00000162576	-0.3904874853006162	-6.032136650095751	0.9999999991909707	1.0
ENSG00000224870	-0.07671797176773691	-1.6111923643718404	0.946431099227786	1.0
ENSG00000235098	-0.2872505198294496	-6.648123212914043	0.9999999999851573	1.0
ENSG00000179403	-0.5152769571601225	-10.152895984947806	1.0	1.0
ENSG00000215915	3.3973948893527446	37.3004196212802	8.077971890505161e-305	3.7684850516714445e-303
ENSG00000160072	-0.3319382179773243	-6.548686448502179	0.9999999999709773	1.0
ENSG00000205090	0.19724308731239243	4.17684076657584	1.4779289584514317e-5	5.778753366955425e-5
ENSG00000215014	1.3254987295666243	25.452107768082357	3.3451065137371106e-143	5.1545050370767296e-142
ENSG00000228594	-0.014481824956359017	-0.23898291412148995	0.594440584259307	1.0
ENSG00000197530	-1.4496920451132966	-19.37318526538107	1.0	1.0
ENSG00000248333	0.17281744891044007	2.4878233736318207	0.006426377369185556	0.02287583403731785
ENSG00000189339	0.20144654983400712	3.388624176772124	0.0003512210740730861	0.001315623691831781
ENSG00000008128	2.4094418945756844	34.93943978935625	9.367125133105915e-268	3.402273664417398e-266
ENSG00000215790	0.14005481896167274	2.6176344875778415	0.004427079502693709	0.015886873162454136
ENSG00000008130	-1.6628314931035075	-21.561639204580867	1.0	1.0
ENSG00000178821	-0.36585574292432677	-5.827264171567434	0.9999999971828306	1.0
ENSG00000142609	-0.3594160013815356	-7.569973798829907	0.9999999999999813	1.0
ENSG00000187730	-1.2442675645423138	-17.48413975354743	1.0	1.0
ENSG00000067606	-1.2113337559348099	-15.239501953106911	1.0	1.0
ENSG00000162585	-1.3812867516825482	-24.850639462163993	1.0	1.0
ENSG00000269554	-0.8132983629283358	-17.74268867499015	1.0	1.0
ENSG00000203301	-1.4488001373395698	-26.94359806677662	1.0	1.0
ENSG00000157933	-0.7159348169388611	-9.716469022392596	1.0	1.0
ENSG00000116151	-0.41381114113721557	-6.6123449430438646	0.999999999981086	1.0
ENSG00000157911	0.6454964934006497	15.103886694828585	7.633153514186663e-52	5.588853220970365e-51
ENSG00000157873	-0.6006243615756048	-11.675749918190151	1.0	1.0
ENSG00000157870	1.0078877455168618	17.52351395873698	4.739293462830834e-69	4.133671913978523e-68
ENSG00000142606	0.2514835234976581	5.635690090819531	8.717934672501467e-9	3.663694033857022e-8
ENSG00000215912	0.9629109153178919	19.88516386662844	2.735164456774037e-88	2.7650718216095384e-87
ENSG00000169717	-0.13190566178532867	-2.52909384530914	0.9942821277259313	1.0
ENSG00000142611	-0.9136398606263687	-18.827343942851225	1.0	1.0
ENSG00000130762	0.27584672680119693	5.368801439728576	3.9630812383457154e-8	1.6497968151443277e-7
ENSG00000162591	0.1695210340555128	2.998242172720485	0.0013577090291249634	0.00497044666169938
ENSG00000116213	-0.0018728299830705589	-0.033811432388877086	0.5134862402844658	1.0
ENSG00000078900	-2.4455698302514413	-24.170522605411804	1.0	1.0
