delta	nz_d
-0.25507054800629686	-3.7966970471561865
-0.5438727969056085	-12.097773095505199
0.04061831035071849	0.6688266464664235
-1.6071677620230351	-27.44095971041615
-0.6862688347989138	-10.54737005648416
-3.161237318291222	-28.26891519043938
-1.1760831211143379	-18.081781342170782
0.0005453563060317655	0.01036176962199541
-0.3712093795668794	-6.254771325856238
-4.220303585716375	-34.1202042498597
-0.6556538993170044	-13.226563483945615
1.4440012349629539	25.393999014353284
-0.4299582618684913	-7.942996004090709
0.3333860932837713	5.621887713931977
-0.38521940325668397	-5.953269284488931
-0.07983392224256254	-1.6759916133881059
-0.26252686344605897	-6.099729649961987
-0.5148755898835893	-10.138718869520691
3.392802067042859	37.29723661290483
-0.3347472832843089	-6.598437091374498
0.26953798851721517	5.694728812841947
1.306638639784732	25.2059503157041
-0.011405071344608749	-0.18769434246622488
-1.4665271480740407	-19.458823994901145
0.18483279687383045	2.6584536786732333
0.18662589015788605	3.1406468396568363
2.4455540957779482	35.23245867556147
0.1340468043684809	2.5055633165021276
-1.6744132366121982	-21.646914817638315
-0.3495369885339827	-5.574994775989626
-0.3959626128465291	-8.30081755570738
-1.1888495757408004	-16.86520788435028
-1.2074477438124958	-15.178270710816316
-1.3827258762753516	-24.886712765302057
-0.8125940861551738	-17.708139358372723
-1.397927251254893	-26.33263057762021
-0.7323673764183323	-9.932482316983435
-0.431985921267869	-6.89244814951631
0.6462665029339821	15.132781472233589
-0.5811294251202003	-11.322028111982132
1.0071029306041595	17.5201311566043
0.22653081515802329	5.05875245027844
0.982255966869129	20.222599137326338
-0.12518776003761703	-2.389579815432657
-0.9026633869192271	-18.62389150837145
0.27797595970536376	5.407836992615147
0.20623640357347356	3.639641895539857
0.007562080512290846	0.13642465178870541
-2.363544459378573	-23.78460652002585
0.5173178973116821	10.741940247573858
0.8128382067085942	15.703913766775447
-0.7172767514873062	-10.258725501458724
-0.5289725353405544	-7.457811460506224
-1.9027961823844728	-19.00868795863116
1.2641693736309618	21.031305494167757
-0.6937508488613234	-3.0734878016654075
-2.1658391077640275	-32.20095126717718
-1.3398522643776805	-25.12462677413156
-0.6161153207296256	-9.689862504891535
-0.2209650059091611	-2.406697272353099
-1.006447537338233	-20.224826853193033
-1.1681540090668876	-15.62735983294113
-0.6044729260728517	-8.549102869809307
-1.1889818651659827	-13.914263272983268
1.7675738219877133	22.694858622439863
0.9656511208256554	16.93237913053067
-0.4960608089092521	-7.491527517935447
-1.810651849372473	-19.645275729535747
-0.3073435957040861	-5.4395159713903425
-3.0082642215215847	-26.89940454664235
-2.7991221043647734	-24.66226452733289
-1.0545734166173746	-14.463169966207932
-5.174824255470967	-38.96920835942169
111.0	111.0
-0.5419489117530267	-9.07932221790458
0.20197074460749853	4.17404965062872
-1.2065041537998662	-17.355243028638444
1.8357908583153641	25.26293406197641
0.5170559214784114	8.664558982026382
-1.158447271953315	-15.467663599064666
-0.9608777862543088	-13.42845888618519
1.3149415893588372	21.70288346632705
2.106589180816218	36.27333397626119
-0.19566175294910546	-3.002356294368822
-0.7545364708751067	-9.595501147569692
1.5312087143473119	8.178148949677011
1.143578629905239	16.61457571548395
-1.5837185059809866	-18.110127494958462
-1.865213040904769	-23.796691863609084
0.4398904500411282	10.725334149466015
-1.4520311054867954	-15.810589756456556
0.08396310751488212	1.2737422634405846
-1.2332505489417196	-15.405777280734254
-1.0157783148383506	-16.793978802390193
-1.9972090218513276	-21.693827381489378
-1.9803885594764747	-15.537764282084268
-0.8793988460735325	-16.47374726067587
2.030485416604708	30.907834929626727
3.2875835243532947	42.07449481036252
-1.3776150789009807	-21.918022241652572
1.4929836034810917	20.356311468210862
-3.784312236374786	-35.98636754631442
-0.6702912511955628	-11.020418526215687
-1.0951785820199673	-14.869566943064203
0.18526692299853045	3.795396786282168
-2.5554489941802436	-28.377866937023985
-0.8200084676636958	-19.82531165376276
-1.4808399149078628	-25.565494941215906
-3.2678506810382846	-19.749701518379375
0.12440427221465433	2.022657492783003
-0.9341534539648373	-14.487365540271318
-1.6537703201044527	-17.2576912652354
-0.1891037496602386	-4.311510339709698
-0.5796568411330106	-9.502139245246036
0.105110889161288	1.5956101563597107
-0.23157973903383727	-4.037243619941986
-0.07613153996480702	-1.1516887254082437
-0.43300874719598187	-5.785538954316755
-0.17851760366330907	-2.8659061100262013
-1.5548286836396754	-29.35407411271978
0.349494223627893	6.934317049110077
-1.9570626169973155	-18.326665168717177
-0.7090994312844204	-13.873644004772666
-1.0912959598256087	-18.035325035008846
-2.6398827561078475	-36.0482568884708
-1.5686028074822909	-22.828252545355706
-1.005163480993426	-18.786510115881786
-2.155469458777172	-25.010225229763044
-3.647859069712121	-28.501863249161097
1.9583841535409254	34.259183798622445
0.47378631718322745	9.033421169603324
0.1411545779463255	2.260600586344158
0.8508359309531478	11.482504254589802
-1.0184358705390628	-16.959283646403815
0.9968189425597881	16.672873162242116
-1.3261570004038936	-5.761280332790377
-0.610601583425743	-10.030736177317666
-1.7155971264222962	-17.6525252597846
-2.2036163264148616	-36.27424202837611
0.5933620854562727	11.21183807908138
0.7849178146364585	16.69435961223621
-0.9812484455926272	-6.809140618216067
0.6696039354731707	12.830650834536547
-1.401409437172337	-16.51278358359224
-4.42809010610205	-33.12199613572889
-1.2030115621348643	-23.92223759794042
2.939165975015152	41.97891994353681
-0.556329197047115	-9.184133864517738
-1.8589381739423831	-18.191903830677255
-0.023181690854542053	-0.5001625074202185
0.9125497213737482	14.746095476827039
-1.0607293564775113	-18.311201723815017
-1.6199880477832904	-25.194335975830423
-2.1191300509168336	-19.724543636004075
-0.048549434243636024	-0.7820066812889187
-0.4967362396768286	-7.890583627271492
0.6186521927675311	9.341283096637651
-3.0271735207302912	-36.29086581533616
-0.0449614670294446	-0.6577171920766492
-0.5850610363770647	-9.601340776498132
-3.072029436426874	-26.991000317270206
2.952167429331831	32.764442845772216
-0.20808142837777466	-3.254758836123754
0.33294404473634776	5.341141618358344
-0.0781656799229847	-1.3945598946783417
-1.5914125278893108	-18.511971141333074
-0.31011002510747776	-4.637790555700312
-1.4507810208911058	-15.616144598979268
0.04022326571422596	0.8212634001539448
-0.9795265679490432	-14.047239539522057
-0.30977376346473745	-6.2595964920410445
-1.0837962728642372	-14.749043395681158
-1.8100135818192604	-18.858064032614976
-1.4126913594874286	-25.62276413879505
-2.571942151211337	-18.14130795421215
-1.1522212582741262	-12.252265490233748
-3.276086163317462	-37.59908713501955
0.608826998103541	10.003159721892482
-0.03862972815269856	-0.7446392576083292
-0.8556632585369254	-16.10633795741852
-0.7614756893660026	-13.30329540585815
-0.3629567534482284	-6.598092689383823
-2.4071055423326095	-10.774398860240439
0.0843024934614506	0.6649778994652811
-3.822465647590889	-24.201406841963685
-0.6947588545159203	-11.658563122625756
1.5228831544311006	21.89564316827527
-1.8249473423140892	-20.462611131368597
-1.1981940602200802	-23.031623902836362
-2.062101859857929	-31.319615485856996
-0.593339336883922	-8.79769841938531
-0.9675563591300346	-19.694216937993886
-2.319618479168199	-24.4321563294481
-1.7233179525754923	-20.332657023701955
-1.4542629267291785	-18.16723121636462
-0.9226635723068356	-19.501434029305905
-1.154649420095189	-8.074031091658744
-2.47455416140015	-34.73781607115002
-1.7029700433761779	-21.218814361637815
-1.4875988264844329	-24.835079370749245
-1.3692857484847665	-21.451997654767858
1.4175852483546239	21.88083432932908
-0.8756166541809672	-11.097160449149818
0.19493563550138213	3.401131168782204
-1.1003045175141652	-20.677633907725834
0.17471180838054814	3.0682326343870296
0.5394177538664836	10.429412422536153
-3.252609569705338	-8.544407791294057
1.6349527943333315	24.833423107159007
-0.22680950639330222	-5.030743204211969
2.284576968919246	39.364450306618174
-0.2941517097403055	-5.976292436191734
0.41921373140441737	7.427198293465546
-1.0076458572165947	-16.47756033304976
-0.7276002546408149	-12.05817397641622
-1.2178993615157343	-15.312224207725762
-0.13926580346004885	-2.187604754467426
